281,7
282,78
283,534
284,8593
285,34815
286,132209
287,873449
288,1795991
289,3816279
290,11750860
291,12456818
292,23111793
293,15151225
294,12451275
295,11751272
296,3817224
297,1797056
298,874104
299,132677
300,34596
301,8506
302,555
303,78
304,4
305,2
